DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,LAT,LON
221806917,28/02/2022,15:00,18,Southeast,1821,662,"BUNCO, GRAND THEFT",0701 1822 1501 0344,30,M,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 W  99TH                         ST,33.9464,-118.2849
221106181,28/02/2022,17:55,11,Northeast,1153,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,F,W,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5400    LOS FELIZ                    BL,34.1082,-118.3072
220206496,28/02/2022,16:00,2,Rampart,231,330,BURGLARY FROM VEHICLE,1822 1307 0329 1302 0377 0344,41,F,F,PARKING UNDERGROUND/BUILDING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,100 S  RENO                         ST,34.0699,-118.2823
220506423,28/02/2022,12:00,5,Harbor,564,662,"BUNCO, GRAND THEFT",344,35,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,100 W  1ST                          ST,33.7433,-118.2797
221406849,28/02/2022,14:00,14,Pacific,1428,330,BURGLARY FROM VEHICLE,1609 0344 1300 0329,31,M,H,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3400    VETERAN                      AV,34.0237,-118.4191
220906481,28/02/2022,11:00,9,Van Nuys,994,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13900    AUBREY                       RD,34.1377,-118.4371
220206582,28/02/2022,16:00,2,Rampart,237,624,BATTERY - SIMPLE ASSAULT,0448 0429 0416 1251 1822,14,F,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1500 W  2ND                          ST,34.061,-118.2615
221106214,28/02/2022,7:10,11,Northeast,1184,440,THEFT PLAIN - PETTY ($950 & UNDER),344,25,M,W,OTHER RESIDENCE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300    DOUGLAS                      ST,34.0744,-118.2516
220906255,28/02/2022,17:30,9,Van Nuys,989,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0202 0216 1822,0,X,X,BOOK STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13400    VENTURA                      BL,34.147,-118.4249
220107534,28/02/2022,16:00,1,Central,159,310,BURGLARY,1403 0321 1414 1607 1822 0325,0,X,X,OFFICE BUILDING/OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300 E  6TH                          ST,34.0382,-118.2356
221406873,28/02/2022,7:00,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,33,M,U,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6000    AVION                        DR,33.9439,-118.387
221207136,28/02/2022,7:15,12,77th Street,1259,437,RESISTING ARREST,2001 1402,30,M,H,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,600 E  76TH                         PL,33.9702,-118.2652
221506389,28/02/2022,18:49,15,N Hollywood,1591,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,O,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4200    COLDWATER CANYON             AV,34.1451,-118.4137
220306855,28/02/2022,18:00,3,Southwest,331,440,THEFT PLAIN - PETTY ($950 & UNDER),1221 1822 0344 0352 0394,31,F,B,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3000    FARMDALE                     AV,34.0283,-118.3492
220706201,28/02/2022,9:00,7,Wilshire,702,755,BOMB SCARE,1822 0403,0,X,X,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,7800    MELROSE                      AV,34.0838,-118.3595
220107380,28/02/2022,1:00,1,Central,112,210,ROBBERY,1822 0916 1606 0411 0344,43,M,W,STREET,207,OTHER KNIFE,IC,Invest Cont,ALISO,34.0566,-118.2423
220906261,28/02/2022,20:00,9,Van Nuys,923,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2004,63,F,H,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,14500    ARCHWOOD                     ST,34.1929,-118.4487
221506331,28/02/2022,15:30,15,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,416,25,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,5300    LANKERSHIM                   BL,34.167,-118.3759
221307062,28/02/2022,2:52,13,Newton,1395,210,ROBBERY,1822 0342 0344 0334 0302 0337 0324,29,M,O,OTHER BUSINESS,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,300 E  FLORENCE                     AV,33.9784,-118.263
221506417,28/02/2022,15:00,15,N Hollywood,1503,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,55,M,A,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7200    LAUREL CANYON                BL,34.2003,-118.4002
220506267,28/02/2022,10:10,5,Harbor,583,624,BATTERY - SIMPLE ASSAULT,0416 0913,58,F,W,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2400 S  WESTERN                      AV,33.7234,-118.3123
221207170,28/02/2022,22:00,12,77th Street,1257,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 2000 1814 1243 0448 0216,41,F,B,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 W  77TH                         ST,33.9698,-118.2844
220806352,28/02/2022,2:00,8,West LA,884,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0342 0329 1609 1309,0,M,O,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2500    WESTWOOD                     BL,34.0392,-118.4277
220405922,28/02/2022,14:15,4,Hollenbeck,413,624,BATTERY - SIMPLE ASSAULT,0447 1300 1822,47,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3300    GRIFFIN                      AV,34.082,-118.213
220306735,28/02/2022,16:30,3,Southwest,396,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,800 W  43RD                         PL,34.0046,-118.2872
222006555,28/02/2022,22:30,20,Olympic,2039,626,INTIMATE PARTNER - SIMPLE ASSAULT,0344 0416 0429 0444 0913 1243 1813 2000 0329,28,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2800    SUNSET                       PL,34.0608,-118.2842
220306695,28/02/2022,5:45,3,Southwest,399,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822 0202 0216 0209 0325 0104,21,X,X,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4000 S  FIGUEROA                     ST,34.0111,-118.2827
221506330,28/02/2022,10:43,15,N Hollywood,1525,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0913 2033,25,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5600    COLFAX                       AV,34.1826,-118.3916
221406786,28/02/2022,19:45,14,Pacific,1474,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,49,M,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8300    GEORGETOWN                   AV,33.9667,-118.4181
221307095,28/02/2022,14:00,13,Newton,1313,624,BATTERY - SIMPLE ASSAULT,0910 1202 0447 0416 2050 2052 1238 1822,71,F,H,MTA - BLUE LINE - SAN PEDRO,212,BOTTLE,IC,Invest Cont,700 E  WASHINGTON                   BL,34.0276,-118.2574
220806488,28/02/2022,20:10,8,West LA,884,310,BURGLARY,1822 1609,70,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2200 S  BENTLEY                      AV,34.0407,-118.4371
222106234,28/02/2022,12:30,21,Topanga,2137,624,BATTERY - SIMPLE ASSAULT,0416 2004,55,M,H,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7300    INDEPENDENCE                 AV,34.2029,-118.5906
220606743,28/02/2022,6:30,6,Hollywood,668,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2004 0400 0416 1218,33,M,B,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,LEXINGTON                    AV,34.0928,-118.3092
220900585,28/02/2022,14:55,9,Van Nuys,952,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0444 0416 0446,23,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,15000    BURBANK                      BL,34.1721,-118.4599
221906398,28/02/2022,21:00,19,Mission,1961,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,9600    LANGDON                      AV,34.2446,-118.4697
220506292,28/02/2022,9:00,5,Harbor,566,310,BURGLARY,1601 0344,41,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,400 W  8TH                          ST,33.737,-118.2858
220306696,28/02/2022,6:10,3,Southwest,331,624,BATTERY - SIMPLE ASSAULT,0913 0342 1309 0562 0329 0416 0446,47,F,B,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2800 S  HARCOURT                     AV,34.0289,-118.3487
221207134,28/02/2022,8:30,12,77th Street,1263,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,69,F,B,MISSIONS/SHELTERS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8300 S  WESTERN                      AV,33.9637,-118.309
221307105,28/02/2022,14:00,13,Newton,1373,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0334 0445 0411 0907 1822,37,M,B,STREET,205,KITCHEN KNIFE,IC,Invest Cont,BROADWAY,33.9925,-118.2608
220706336,28/02/2022,10:00,7,Wilshire,721,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,LA CIENEGA                   BL,34.0734,-118.3765
221406721,28/02/2022,13:00,14,Pacific,1415,624,BATTERY - SIMPLE ASSAULT,0360 0913 0400 0444,23,F,W,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1400    GLENAVON                     AV,34.007,-118.4554
221400600,28/02/2022,14:00,14,Pacific,1457,763,STALKING,1402,31,M,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4900 S  CENTINELA                    AV,33.9884,-118.4177
221806658,28/02/2022,16:00,18,Southeast,1826,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,COMPTON                      AV,33.9432,-118.2462
220405936,28/02/2022,21:05,4,Hollenbeck,421,625,OTHER ASSAULT,0447 0913 1810,23,F,W,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2000 N  MAIN                         ST,34.066,-118.2181
220906272,28/02/2022,19:00,9,Van Nuys,904,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,14900    SHERMAN                      WY,34.2013,-118.4659
220206465,28/02/2022,10:00,2,Rampart,246,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1243 0416 0446,22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,500 S  WESTLAKE                     AV,34.0599,-118.2732
220606992,28/02/2022,13:46,6,Hollywood,657,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421 0913 1501 1309,22,F,H,STREET,511,VERBAL THREAT,IC,Invest Cont,SANTA MONICA                 BL,34.0908,-118.3092
221006309,28/02/2022,20:45,10,West Valley,1009,510,VEHICLE - STOLEN,1822 0344,28,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,ROSCOE                       BL,34.2213,-118.4921
220405931,28/02/2022,23:00,4,Hollenbeck,427,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1307,46,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4500    BOWMAN                       BL,34.0815,-118.186
221006333,28/02/2022,13:30,10,West Valley,1091,662,"BUNCO, GRAND THEFT",1822 0114,35,F,O,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4100    COLDSTREAM                   TR,34.1437,-118.5631
220405949,28/02/2022,21:00,4,Hollenbeck,443,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,W,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1500    SAN PABLO                    ST,34.0624,-118.2031
221506386,28/02/2022,16:20,15,N Hollywood,1549,624,BATTERY - SIMPLE ASSAULT,416,15,M,H,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5500    VINELAND                     AV,34.1707,-118.3703
221806684,28/02/2022,19:10,18,Southeast,1805,624,BATTERY - SIMPLE ASSAULT,1822 0342 0400 1300 0444 0429 0446 0416,33,M,B,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,200 E  92ND                         ST,33.9529,-118.2717
222106337,28/02/2022,12:45,21,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1420,38,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,21900    SAN MIGUEL                   ST,34.1586,-118.6045
222106266,28/02/2022,14:30,21,Topanga,2129,354,THEFT OF IDENTITY,0377 0930 1822,28,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8100    OAKDALE                      AV,34.2169,-118.5667
220206547,28/02/2022,0:14,2,Rampart,285,354,THEFT OF IDENTITY,100,26,F,B,AUTOMATED TELLER MACHINE (ATM),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1200 S  BONNIE BRAE                  ST,34.0477,-118.2794
221706043,28/02/2022,10:30,17,Devonshire,1752,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0429 1258 1251 1811 0913,12,M,H,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,10100    VARIEL                       AV,34.2536,-118.593
220606734,28/02/2022,9:31,6,Hollywood,667,755,BOMB SCARE,1822 0404 1501,0,X,X,JUNIOR HIGH SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300 N  BRONSON                      AV,34.0944,-118.318
222006614,28/02/2022,14:30,20,Olympic,2053,330,BURGLARY FROM VEHICLE,1822 1609 0344,43,M,A,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3200 W  OLYMPIC                      BL,34.0526,-118.3063
220806396,28/02/2022,7:45,8,West LA,898,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1300,27,M,H,HIGH SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2900 S  ROBERTSON                    BL,34.0348,-118.3893
220306716,28/02/2022,20:00,3,Southwest,399,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,FLOWER                       ST,34.0074,-118.2815
221307093,28/02/2022,7:30,13,Newton,1307,761,BRANDISH WEAPON,1309 0334 0913,21,M,H,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,800    STANFORD                     AV,34.0365,-118.2468
221307157,28/02/2022,15:00,13,Newton,1309,310,BURGLARY,1822 0344 1606,53,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2100 E  7TH                          PL,34.0336,-118.23
221207181,28/02/2022,16:45,12,77th Street,1263,210,ROBBERY,1822 0344 0342 0329 0352 1300 0346 0305,35,F,B,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1900 W  MANCHESTER                   AV,33.9636,-118.3112
221806692,28/02/2022,23:40,18,Southeast,1802,761,BRANDISH WEAPON,2000 0913 1814 0421 0334 0312,29,F,B,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,200 W  93RD                         ST,33.956,-118.2772
220606991,28/02/2022,15:30,6,Hollywood,636,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,YUCCA                        AV,34.1039,-118.3297
220206605,28/02/2022,15:00,2,Rampart,247,350,"THEFT, PERSON",1202 1822 1308 0352 1300,81,F,H,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1800 W  4TH                          ST,34.0605,-118.2695
220506325,28/02/2022,12:25,5,Harbor,541,330,BURGLARY FROM VEHICLE,1202 1300 0344,65,F,A,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1400    BRETT                        PL,33.7553,-118.3056
220806477,28/02/2022,19:30,8,West LA,835,664,"BUNCO, PETTY THEFT",1822 0701,27,M,W,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2000 S  BENTLEY                      AV,34.0435,-118.4395
220606748,28/02/2022,17:00,6,Hollywood,638,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0400,49,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1700 N  GRAMERCY                     PL,34.1024,-118.3123
221605872,28/02/2022,19:36,16,Foothill,1677,310,BURGLARY,0344 1609 1307,38,M,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8700    OLAND                        DR,34.2276,-118.3591
220706258,28/02/2022,19:30,7,Wilshire,722,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402 2004,21,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8400 W  3RD                          ST,34.073,-118.3732
221307128,28/02/2022,8:53,13,Newton,1372,210,ROBBERY,0432 0344 0352 0336 0305 0340 1822 1313 1312,30,F,H,"PORCH, RESIDENTIAL",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 E  54TH                         ST,33.9934,-118.2714
220306818,28/02/2022,1:30,3,Southwest,314,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2300    2ND                          AV,34.0359,-118.3189
220306703,28/02/2022,16:00,3,Southwest,326,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2600    VAN BUREN                    PL,34.0328,-118.297
220506234,28/02/2022,5:55,5,Harbor,529,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,700    PENINSULA                    RD,33.7649,-118.2485
220706202,28/02/2022,12:00,7,Wilshire,723,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8000 W  3RD                          ST,34.0718,-118.3637
220405980,28/02/2022,21:30,4,Hollenbeck,448,624,BATTERY - SIMPLE ASSAULT,0603 0446,18,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2500    NORFOLK                      ST,34.0603,-118.198
220706226,28/02/2022,9:30,7,Wilshire,782,888,TRESPASSING,1501,55,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1800 S  FAIRFAX                      AV,34.0431,-118.3692
220206493,28/02/2022,11:00,2,Rampart,204,330,BURGLARY FROM VEHICLE,1822 1302 0344,32,F,W,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1000    HYPERION                     AV,34.09,-118.2807
221506439,28/02/2022,11:06,15,N Hollywood,1585,649,DOCUMENT FORGERY / STOLEN FELONY,1817,37,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3900    RIVERTON                     AV,34.1401,-118.3668
221706110,28/02/2022,20:50,17,Devonshire,1738,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 1300 0302 1501,35,F,W,STREET,102,HAND GUN,IC,Invest Cont,11000    HASKELL                      AV,34.2703,-118.476
220100563,28/02/2022,18:00,1,Central,158,121,"RAPE, FORCIBLE",2060 1268 1402 1415 2000 0913 1814 1218 1206 0527,31,F,W,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,34.039,-118.24
220906268,28/02/2022,19:38,9,Van Nuys,906,354,THEFT OF IDENTITY,0930 1822,28,F,K,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7400    TYRONE                       AV,34.2048,-118.4444
222006515,28/02/2022,2:00,20,Olympic,2022,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 1822 1602 0358,23,F,F,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,400 S  GRAMERCY                     PL,34.0671,-118.3128
220107394,28/02/2022,7:55,1,Central,153,624,BATTERY - SIMPLE ASSAULT,0910 0305 0416 0444 0429 1822 2048 2004,33,F,W,MTA - RED LINE - PERSHING SQUARE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,500 S  HILL                         ST,34.0488,-118.2518
220206827,28/02/2022,11:00,2,Rampart,233,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,27,F,O,"PORCH, RESIDENTIAL",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 N  BENTON                       WY,34.0713,-118.2767
221506643,28/02/2022,17:45,15,N Hollywood,1549,480,BIKE - STOLEN,344,18,M,W,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5300    LANKERSHIM                   BL,34.172,-118.3789
220206443,28/02/2022,0:15,2,Rampart,257,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,45,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,500    UNION                        DR,34.0587,-118.2678
222106241,28/02/2022,15:11,21,Topanga,2156,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0352 0448,20,M,X,JEWELRY STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6600    TOPANGA CANYON               BL,34.1904,-118.6059
221605887,28/02/2022,14:30,16,Foothill,1658,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7000    GREELEY                      ST,34.2489,-118.2839
220906284,28/02/2022,21:00,9,Van Nuys,964,310,BURGLARY,1607 1202 0321 0358 1414,71,M,O,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13700    HARTSOOK                     ST,34.1639,-118.4324
222106256,28/02/2022,7:45,21,Topanga,2134,480,BIKE - STOLEN,0344 1267 1420,37,M,O,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,22200    COVELLO                      ST,34.2074,-118.6113
221605874,28/02/2022,13:00,16,Foothill,1605,662,"BUNCO, GRAND THEFT",0800 1822,71,F,B,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11800    ELDRIDGE                     AV,34.2843,-118.3881
220107490,28/02/2022,7:30,1,Central,121,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,28,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,900 W  TEMPLE                       ST,34.0607,-118.2494
221806647,28/02/2022,9:30,18,Southeast,1824,901,VIOLATION OF RESTRAINING ORDER,1202 2021 2038 2000 0913,63,F,B,SINGLE FAMILY DWELLING,515,PHYSICAL PRESENCE,IC,Invest Cont,10300    AVALON                       BL,33.9428,-118.2649
220306780,28/02/2022,12:00,3,Southwest,373,354,THEFT OF IDENTITY,0100 0929 1822 1202,71,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3900    CRENSHAW                     BL,34.0146,-118.3349
220506420,28/02/2022,4:00,5,Harbor,564,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0400 0416 0361,73,M,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,IC,Invest Cont,400 W  2ND                          ST,33.7424,-118.2857
220706236,28/02/2022,20:05,7,Wilshire,783,888,TRESPASSING,1501,51,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2000    HAUSER                       BL,34.0391,-118.3603
220107575,28/02/2022,8:00,1,Central,185,510,VEHICLE - STOLEN,0,0,X,X,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1000 S  BROADWAY,34.0409,-118.2574
221806698,28/02/2022,23:00,18,Southeast,1826,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0447 0416,44,F,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1500 E  101ST                        ST,33.9451,-118.2482
